"","Database_selected","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","link"
"259","Reactome_2016","Signalling to RAS_Homo sapiens_R-HSA-167044","10/246",0.0906606,0.5355626,0,0,1.6260163,3.9034674,"PSMD8;PSMA6;PSMB4;PSMA4;PSMD14;PSMA2;PSMB3;PSMB1;PSMA7;RBX1","http://www.reactome.org/download/index.html"
"260","Reactome_2016","Formation of Incision Complex in GG-NER_Homo sapiens_R-HSA-5696395","3/43",0.0920647,0.5417651,0,0,2.7906977,6.6565513,"SUMO1;GTF2H5;RBX1","http://www.reactome.org/download/index.html"
"261","Reactome_2016","Iron uptake and transport_Homo sapiens_R-HSA-917937","3/43",0.0920647,0.5396893,0,0,2.7906977,6.6565513,"ATP6V0E1;SLC11A2;ATP6V1E1","http://www.reactome.org/download/index.html"
"1195","Panther_2016","Ubiquitin proteasome pathway_Homo sapiens_P00060","3/43",0.0920647,1,0,0,2.7906977,6.6565513,"PSMD14;SMURF1;UBE2NL","http://www.pantherdb.org/pathway/"
"262","Reactome_2016","Loss of Nlp from mitotic centrosomes_Homo sapiens_R-HSA-380259","4/69",0.0941456,0.5497818,0,0,2.3188406,5.4792169,"PCM1;FGFR1OP;CSNK1D;HAUS5","http://www.reactome.org/download/index.html"
"263","Reactome_2016","Loss of proteins required for interphase microtubule organization?from the centrosome_Homo sapiens_R-HSA-380284","4/69",0.0941456,0.5476914,0,0,2.3188406,5.4792169,"PCM1;FGFR1OP;CSNK1D;HAUS5","http://www.reactome.org/download/index.html"
"264","Reactome_2016","VEGFR2 mediated cell proliferation_Homo sapiens_R-HSA-5218921","10/248",0.0943692,0.5469127,0,0,1.6129032,3.8073227,"PSMD8;PSMA6;PSMB4;PSMA4;PSMD14;PSMA2;PSMB3;PSMB1;PSMA7;RBX1","http://www.reactome.org/download/index.html"
"265","Reactome_2016","VxPx cargo-targeting to cilium_Homo sapiens_R-HSA-5620916","2/21",0.0958868,0.5536108,0,0,3.8095238,8.9317582,"RAB11A;RAB8A","http://www.reactome.org/download/index.html"
"266","Reactome_2016","Synthesis of Leukotrienes (LT) and Eoxins (EX)_Homo sapiens_R-HSA-2142691","2/21",0.0958868,0.5515296,0,0,3.8095238,8.9317582,"ABCC1;ALOX5AP","http://www.reactome.org/download/index.html"
"267","Reactome_2016","SUMOylation of DNA replication proteins_Homo sapiens_R-HSA-4615885","3/44",0.0970577,0.5561734,0,0,2.7272727,6.3612257,"POM121;SUMO1;NUP98","http://www.reactome.org/download/index.html"
"268","Reactome_2016","Signalling by NGF_Homo sapiens_R-HSA-166520","16/450",0.1013022,0.5783294,0,0,1.4222222,3.2563877,"PSMD14;AP2A2;PSMA7;RBX1;PSMD8;PSMA6;PSMB4;PSMA4;PSMA2;PSMB3;AKT2;PRKAR2A;PSMB1;RICTOR;ARHGEF7;TNRC6A","http://www.reactome.org/download/index.html"
"269","Reactome_2016","MAPK family signaling cascades_Homo sapiens_R-HSA-5683057","11/284",0.1015114,0.5773699,0,0,1.5492958,3.5441438,"PSMD8;PSMA6;PSMB4;PSMA4;PSMD14;PSMA2;PSMB3;PSMB1;PSMA7;TNRC6A;RBX1","http://www.reactome.org/download/index.html"
"794","KEGG_2019_Human","Phosphatidylinositol signaling system","5/99",0.102448,1,0,0,2.020202,4.6028289,"PIKFYVE;DGKA;INPP5D;INPP5E;MTMR7","https://www.kegg.jp/"
"270","Reactome_2016","DNA Repair_Homo sapiens_R-HSA-73894","11/285",0.1033582,0.5856965,0,0,1.5438596,3.5038737,"UFD1L;AQR;SUMO1;POLR2A;POLR2B;ASCC2;NEIL1;NFRKB;GTF2H5;RBX1;MUTYH","http://www.reactome.org/download/index.html"
"271","Reactome_2016","CD28 dependent PI3K/Akt signaling_Homo sapiens_R-HSA-389357","2/22",0.1037956,0.5860045,0,0,3.6363636,8.2375712,"AKT2;RICTOR","http://www.reactome.org/download/index.html"
"998","WikiPathways_2019_Human","Type II diabetes mellitus WP1584","2/22",0.1037956,1,0,0,3.6363636,8.2375712,"PHKA2;PIK3R5","https://www.wikipathways.org/"
"272","Reactome_2016","Signalling to ERKs_Homo sapiens_R-HSA-187687","10/253",0.1040293,0.5851648,0,0,1.5810277,3.5779965,"PSMD8;PSMA6;PSMB4;PSMA4;PSMD14;PSMA2;PSMB3;PSMB1;PSMA7;RBX1","http://www.reactome.org/download/index.html"
"273","Reactome_2016","Post-translational protein modification_Homo sapiens_R-HSA-597592","18/521",0.1052199,0.5896937,0,0,1.3819578,3.1117588,"POM121;COPB1;TRAPPC5;ALG13;MOGS;CSNK1D;FUOM;PHC3;ARFGAP2;STAG1;MTA1;CTAGE5;SUMO1;GOLGB1;SCMH1;NUP98;PIGL;DPH7","http://www.reactome.org/download/index.html"
"274","Reactome_2016","AURKA Activation by TPX2_Homo sapiens_R-HSA-8854518","4/72",0.1058934,0.5913024,0,0,2.2222222,4.989606,"PCM1;FGFR1OP;CSNK1D;HAUS5","http://www.reactome.org/download/index.html"
"999","WikiPathways_2019_Human","Insulin Signaling WP481","7/160",0.1071817,1,0,0,1.75,3.9081521,"MAP4K1;RPS6KB1;AKT2;TSC1;MAP2K7;MAP4K5;MAP3K4","https://www.wikipathways.org/"
"275","Reactome_2016","ER to Golgi Anterograde Transport_Homo sapiens_R-HSA-199977","6/131",0.1108487,0.6167219,0,0,1.8320611,4.0297815,"CTAGE5;COPB1;GOLGB1;TRAPPC5;CSNK1D;ARFGAP2","http://www.reactome.org/download/index.html"
"276","Reactome_2016","FCERI mediated MAPK activation_Homo sapiens_R-HSA-2871796","11/289",0.1109418,0.6150032,0,0,1.5224913,3.3475777,"PSMD8;PSMA6;PSMB4;PSMA4;PSMD14;PSMA2;PSMB3;PSMB1;MAP2K7;PSMA7;RBX1","http://www.reactome.org/download/index.html"
"795","KEGG_2019_Human","Protein export","2/23",0.1118744,1,0,0,3.4782609,7.6187091,"SEC61A2;SRP14","https://www.kegg.jp/"
"1000","WikiPathways_2019_Human","EBV LMP1 signaling WP262","2/23",0.1118744,1,0,0,3.4782609,7.6187091,"TRAF1;NFKB2","https://www.wikipathways.org/"
"796","KEGG_2019_Human","Necroptosis","7/162",0.1124462,1,0,0,1.7283951,3.7770285,"PYCARD;H2AFY;H2AFZ;VPS4A;SPATA2;TRPM7;FADD","https://www.kegg.jp/"
"1001","WikiPathways_2019_Human","EGF/EGFR Signaling Pathway WP437","7/162",0.1124462,1,0,0,1.7283951,3.7770285,"MAP4K1;RPS6KB1;IQSEC1;INPP5D;RICTOR;EPS15L1;MAP3K4","https://www.wikipathways.org/"
"277","Reactome_2016","RNA Polymerase I Transcription Initiation_Homo sapiens_R-HSA-73762","3/47",0.112669,0.6223236,0,0,2.5531915,5.5743845,"MTA1;TAF1C;GTF2H5","http://www.reactome.org/download/index.html"
"797","KEGG_2019_Human","Inositol phosphate metabolism","4/74",0.1140761,1,0,0,2.1621622,4.6938144,"PIKFYVE;INPP5D;INPP5E;MTMR7","https://www.kegg.jp/"
"278","Reactome_2016","Metabolism_Homo sapiens_R-HSA-1430728","56/1908",0.1160439,0.6386591,0,0,1.1740042,2.5285542,"GLTP;COX7B;MED15;PSMD8;MED14;MPC2;OSBP;CHP1;NCOA2;ABCC1;GSTO1;MED8;AMT;NDUFC2;PHKA2;LSS;MED7;SLC5A6;MED23;PSMA6;PSMA4;NDUFS8;NDUFS7;PSMA2;NUP98;VAC14;POM121;NDUFB6;NDUFB10;PSMD14;UQCR11;UQCR10;TXN;OAZ1;COX5A;PSMA7;MTMR7;PIK3R5;PSMB4;PSMB3;PPCS;PRKAR2A;UCP3;INPP5D;PSMB1;INPP5E;APOE;NDUFA9;GGT7;PNPLA7;MDH2;NDUFA1;DDHD1;PIKFYVE;ALOX5AP;MMS19","http://www.reactome.org/download/index.html"
"279","Reactome_2016","Reversal of alkylation damage by DNA dioxygenases_Homo sapiens_R-HSA-73943","1/5",0.1189153,0.652116,0,0,8,17.0347525,"ASCC2","http://www.reactome.org/download/index.html"
"280","Reactome_2016","Toxicity of botulinum toxin type D (BoNT/D)_Homo sapiens_R-HSA-5250955","1/5",0.1189153,0.649787,0,0,8,17.0347525,"VAMP1","http://www.reactome.org/download/index.html"
"281","Reactome_2016","Toxicity of botulinum toxin type F (BoNT/F)_Homo sapiens_R-HSA-5250981","1/5",0.1189153,0.6474746,0,0,8,17.0347525,"VAMP1","http://www.reactome.org/download/index.html"
"282","Reactome_2016","Negative regulation of TCF-dependent signaling by DVL-interacting proteins_Homo sapiens_R-HSA-5368598","1/5",0.1189153,0.6451786,0,0,8,17.0347525,"DVL3","http://www.reactome.org/download/index.html"
"283","Reactome_2016","SUMO is conjugated to E1 (UBA2:SAE1)_Homo sapiens_R-HSA-3065676","1/5",0.1189153,0.6428988,0,0,8,17.0347525,"SUMO1","http://www.reactome.org/download/index.html"
"284","Reactome_2016","Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling_Homo sapiens_R-HSA-2644607","1/5",0.1189153,0.6406351,0,0,8,17.0347525,"RBX1","http://www.reactome.org/download/index.html"
"285","Reactome_2016","FBXW7 Mutants and NOTCH1 in Cancer_Homo sapiens_R-HSA-2644605","1/5",0.1189153,0.6383872,0,0,8,17.0347525,"RBX1","http://www.reactome.org/download/index.html"
"286","Reactome_2016","FasL/ CD95L signaling_Homo sapiens_R-HSA-75157","1/5",0.1189153,0.6361551,0,0,8,17.0347525,"FADD","http://www.reactome.org/download/index.html"
"287","Reactome_2016","Ficolins bind to repetitive carbohydrate structures on the target cell surface_Homo sapiens_R-HSA-2855086","1/5",0.1189153,0.6339385,0,0,8,17.0347525,"MASP2","http://www.reactome.org/download/index.html"
"288","Reactome_2016","The fatty acid cycling model_Homo sapiens_R-HSA-167826","1/5",0.1189153,0.6317374,0,0,8,17.0347525,"UCP3","http://www.reactome.org/download/index.html"
"289","Reactome_2016","The proton buffering model_Homo sapiens_R-HSA-167827","1/5",0.1189153,0.6295514,0,0,8,17.0347525,"UCP3","http://www.reactome.org/download/index.html"
"290","Reactome_2016","Mitochondrial Uncoupling Proteins_Homo sapiens_R-HSA-166187","1/5",0.1189153,0.6273806,0,0,8,17.0347525,"UCP3","http://www.reactome.org/download/index.html"
"1196","Panther_2016","mRNA splicing_Homo sapiens_P00058","1/5",0.1189153,1,0,0,8,17.0347525,"PRPF3","http://www.pantherdb.org/pathway/"
"291","Reactome_2016","TNFs bind their physiological receptors_Homo sapiens_R-HSA-5669034","2/24",0.1201098,0.6315052,0,0,3.3333333,7.064496,"EDARADD;TNFRSF25","http://www.reactome.org/download/index.html"
"292","Reactome_2016","Diseases associated with the TLR signaling cascade_Homo sapiens_R-HSA-5602358","2/24",0.1201098,0.6293426,0,0,3.3333333,7.064496,"LY96;NFKB2","http://www.reactome.org/download/index.html"
"293","Reactome_2016","Diseases of Immune System_Homo sapiens_R-HSA-5260271","2/24",0.1201098,0.6271946,0,0,3.3333333,7.064496,"LY96;NFKB2","http://www.reactome.org/download/index.html"
"798","KEGG_2019_Human","Vitamin digestion and absorption","2/24",0.1201098,1,0,0,3.3333333,7.064496,"SLC5A6;ABCC1","https://www.kegg.jp/"
"1197","Panther_2016","Hypoxia response via HIF activation_Homo sapiens_P00030","2/24",0.1201098,1,0,0,3.3333333,7.064496,"AKT2;TXN","http://www.pantherdb.org/pathway/"
"799","KEGG_2019_Human","Protein processing in endoplasmic reticulum","7/165",0.1205937,1,0,0,1.6969697,3.589648,"SEC61A2;BAG1;MOGS;MAP2K7;MARCH6;UBQLN4;RBX1","https://www.kegg.jp/"
"294","Reactome_2016","RNA Polymerase I Promoter Clearance_Homo sapiens_R-HSA-73854","4/76",0.122528,0.6376459,0,0,2.1052632,4.4198219,"MTA1;H2AFZ;TAF1C;GTF2H5","http://www.reactome.org/download/index.html"
"1198","Panther_2016","Toll receptor signaling pathway_Homo sapiens_P00054","3/49",0.1235709,1,0,0,2.4489796,5.1206698,"UBE2NL;LY96;NFKB2","http://www.pantherdb.org/pathway/"
"295","Reactome_2016","Constitutive Signaling by AKT1 E17K in Cancer_Homo sapiens_R-HSA-5674400","2/25",0.1284891,0.6664012,0,0,3.2,6.5661155,"AKT2;RICTOR","http://www.reactome.org/download/index.html"
"296","Reactome_2016","TRP channels_Homo sapiens_R-HSA-3295583","2/25",0.1284891,0.6641498,0,0,3.2,6.5661155,"TRPM7;MCOLN2","http://www.reactome.org/download/index.html"
"1002","WikiPathways_2019_Human","Glycosylation and related congenital defects. WP4521","2/25",0.1284891,1,0,0,3.2,6.5661155,"ALG13;MOGS","https://www.wikipathways.org/"
"297","Reactome_2016","Formation of the ternary complex, and subsequently, the 43S complex_Homo sapiens_R-HSA-72695","3/50",0.1291603,0.665371,0,0,2.4,4.9120833,"EIF3I;EIF3G;EIF3B","http://www.reactome.org/download/index.html"
"800","KEGG_2019_Human","Vibrio cholerae infection","3/50",0.1291603,1,0,0,2.4,4.9120833,"SEC61A2;ATP6V0E1;ATP6V1E1","https://www.kegg.jp/"
"1003","WikiPathways_2019_Human","Synaptic signaling pathways associated with autism spectrum disorder WP4539","3/50",0.1291603,1,0,0,2.4,4.9120833,"RPS6KB1;AKT2;TSC1","https://www.wikipathways.org/"
"801","KEGG_2019_Human","Insulin signaling pathway","6/137",0.1293666,1,0,0,1.7518248,3.5826658,"RPS6KB1;AKT2;PPP1R3E;PRKAR2A;TSC1;PHKA2","https://www.kegg.jp/"
"298","Reactome_2016","Mitotic Prophase_Homo sapiens_R-HSA-68875","5/107",0.1303762,0.6693814,0,0,1.8691589,3.808095,"POM121;H2AFZ;ENSA;NUP98;LEMD2","http://www.reactome.org/download/index.html"
"802","KEGG_2019_Human","Cardiac muscle contraction","4/78",0.1312385,1,0,0,2.0512821,4.1656188,"COX7B;UQCR11;UQCR10;COX5A","https://www.kegg.jp/"
"299","Reactome_2016","NCAM signaling for neurite out-growth_Homo sapiens_R-HSA-375165","10/266",0.1317043,0.6739385,0,0,1.5037594,3.0484149,"PSMD8;PSMA6;PSMB4;PSMA4;PSMD14;PSMA2;PSMB3;PSMB1;PSMA7;RBX1","http://www.reactome.org/download/index.html"
"803","KEGG_2019_Human","Epstein-Barr virus infection","8/201",0.1322792,1,0,0,1.5920398,3.2204421,"PSMD8;PSMD14;AKT2;FADD;MAP2K7;ITGAL;B2M;NFKB2","https://www.kegg.jp/"
"300","Reactome_2016","Nuclear Envelope Breakdown_Homo sapiens_R-HSA-2980766","3/51",0.1348374,0.687671,0,0,2.3529412,4.7145538,"POM121;NUP98;LEMD2","http://www.reactome.org/download/index.html"
"301","Reactome_2016","mRNA 3'-end processing_Homo sapiens_R-HSA-72187","3/51",0.1348374,0.6853863,0,0,2.3529412,4.7145538,"SARNP;CASC3;THOC7","http://www.reactome.org/download/index.html"
"302","Reactome_2016","Post-Elongation Processing of Intron-Containing pre-mRNA_Homo sapiens_R-HSA-112296","3/51",0.1348374,0.6831168,0,0,2.3529412,4.7145538,"SARNP;CASC3;THOC7","http://www.reactome.org/download/index.html"
"303","Reactome_2016","Cargo trafficking to the periciliary membrane_Homo sapiens_R-HSA-5620920","3/51",0.1348374,0.6808623,0,0,2.3529412,4.7145538,"INPP5E;RAB8A;RAB11A","http://www.reactome.org/download/index.html"
"304","Reactome_2016","RNA Polymerase I Transcription_Homo sapiens_R-HSA-73864","4/79",0.1356872,0.6828995,0,0,2.0253165,4.0453729,"MTA1;H2AFZ;TAF1C;GTF2H5","http://www.reactome.org/download/index.html"
"804","KEGG_2019_Human","Fluid shear stress and atherosclerosis","6/139",0.135851,1,0,0,1.7266187,3.4466705,"SUMO1;GSTO1;AKT2;CYBA;TXN;MAP2K7","https://www.kegg.jp/"
"305","Reactome_2016","Regulation of Hypoxia-inducible Factor (HIF) by oxygen_Homo sapiens_R-HSA-1234174","2/26",0.1369999,0.6872456,0,0,3.0769231,6.1162303,"TCEB2;RBX1","http://www.reactome.org/download/index.html"
"306","Reactome_2016","Cellular response to hypoxia_Homo sapiens_R-HSA-2262749","2/26",0.1369999,0.6849997,0,0,3.0769231,6.1162303,"TCEB2;RBX1","http://www.reactome.org/download/index.html"
"307","Reactome_2016","Insulin receptor recycling_Homo sapiens_R-HSA-77387","2/26",0.1369999,0.6827684,0,0,3.0769231,6.1162303,"ATP6V0E1;ATP6V1E1","http://www.reactome.org/download/index.html"
"308","Reactome_2016","Regulation of HSF1-mediated heat shock response_Homo sapiens_R-HSA-3371453","4/80",0.1401964,0.6964304,0,0,2,3.9294214,"HSPA9;POM121;BAG1;NUP98","http://www.reactome.org/download/index.html"
"309","Reactome_2016","DNA Damage Reversal_Homo sapiens_R-HSA-73942","1/6",0.1409479,0.6978972,0,0,6.6666667,13.0624348,"ASCC2","http://www.reactome.org/download/index.html"
"310","Reactome_2016","SUMO is proteolytically processed_Homo sapiens_R-HSA-3065679","1/6",0.1409479,0.6956459,0,0,6.6666667,13.0624348,"SUMO1","http://www.reactome.org/download/index.html"
"311","Reactome_2016","SUMO is transferred from E1 to E2 (UBE2I, UBC9)_Homo sapiens_R-HSA-3065678","1/6",0.1409479,0.6934091,0,0,6.6666667,13.0624348,"SUMO1","http://www.reactome.org/download/index.html"
"312","Reactome_2016","GDP-fucose biosynthesis_Homo sapiens_R-HSA-6787639","1/6",0.1409479,0.6911866,0,0,6.6666667,13.0624348,"FUOM","http://www.reactome.org/download/index.html"
"313","Reactome_2016","Lectin pathway of complement activation_Homo sapiens_R-HSA-166662","1/6",0.1409479,0.6889784,0,0,6.6666667,13.0624348,"MASP2","http://www.reactome.org/download/index.html"
"314","Reactome_2016","CLEC7A/inflammasome pathway_Homo sapiens_R-HSA-5660668","1/6",0.1409479,0.6867842,0,0,6.6666667,13.0624348,"PYCARD","http://www.reactome.org/download/index.html"
"315","Reactome_2016","Synthesis of Lipoxins (LX)_Homo sapiens_R-HSA-2142700","1/6",0.1409479,0.6846039,0,0,6.6666667,13.0624348,"ALOX5AP","http://www.reactome.org/download/index.html"
"316","Reactome_2016","Synthesis of 5-eicosatetraenoic acids_Homo sapiens_R-HSA-2142688","1/6",0.1409479,0.6824374,0,0,6.6666667,13.0624348,"ALOX5AP","http://www.reactome.org/download/index.html"
"317","Reactome_2016","Protein repair_Homo sapiens_R-HSA-5676934","1/6",0.1409479,0.6802846,0,0,6.6666667,13.0624348,"TXN","http://www.reactome.org/download/index.html"
"1004","WikiPathways_2019_Human","exRNA mechanism of action and biogenesis WP2805","1/6",0.1409479,1,0,0,6.6666667,13.0624348,"DGCR8","https://www.wikipathways.org/"
"1005","WikiPathways_2019_Human","miRNA Biogenesis WP2338","1/6",0.1409479,1,0,0,6.6666667,13.0624348,"DGCR8","https://www.wikipathways.org/"
"1199","Panther_2016","Coenzyme A biosynthesis_Homo sapiens_P02736","1/6",0.1409479,1,0,0,6.6666667,13.0624348,"PPCS","http://www.pantherdb.org/pathway/"
"1006","WikiPathways_2019_Human","DNA Damage Response (only ATM dependent) WP710","5/110",0.1416533,1,0,0,1.8181818,3.5534045,"AKT2;DVL3;MAP3K4;PIK3R5;NFKB2","https://www.wikipathways.org/"
"318","Reactome_2016","Uptake and actions of bacterial toxins_Homo sapiens_R-HSA-5339562","2/27",0.1456305,0.7006751,0,0,2.962963,5.7086893,"VAMP1;MAP2K7","http://www.reactome.org/download/index.html"
"319","Reactome_2016","VEGFR2 mediated vascular permeability_Homo sapiens_R-HSA-5218920","2/27",0.1456305,0.6984786,0,0,2.962963,5.7086893,"AKT2;RICTOR","http://www.reactome.org/download/index.html"
"320","Reactome_2016","Caspase activation via extrinsic apoptotic signalig pathway_Homo sapiens_R-HSA-5357769","2/27",0.1456305,0.6962959,0,0,2.962963,5.7086893,"LY96;FADD","http://www.reactome.org/download/index.html"
"321","Reactome_2016","Effects of PIP2 hydrolysis_Homo sapiens_R-HSA-114508","2/27",0.1456305,0.6941267,0,0,2.962963,5.7086893,"DGKA;RASGRP2","http://www.reactome.org/download/index.html"
"805","KEGG_2019_Human","Collecting duct acid secretion","2/27",0.1456305,1,0,0,2.962963,5.7086893,"ATP6V0E1;ATP6V1E1","https://www.kegg.jp/"
"322","Reactome_2016","XBP1(S) activates chaperone genes_Homo sapiens_R-HSA-381038","3/53",0.146442,0.695827,0,0,2.2641509,4.3497185,"SEC61A2;TSPYL2;C19ORF10","http://www.reactome.org/download/index.html"
"1007","WikiPathways_2019_Human","Apoptosis-related network due to altered Notch3 in ovarian cancer WP2864","3/53",0.146442,1,0,0,2.2641509,4.3497185,"RPS6KB1;TRAF1;APOE","https://www.wikipathways.org/"
"323","Reactome_2016","Cytokine Signaling in Immune system_Homo sapiens_R-HSA-1280215","20/620",0.1481785,0.7018981,0,0,1.2903226,2.4636616,"EDARADD;POM121;PSMD14;IL11RA;PSMA7;RBX1;NFKB2;PSMD8;PSMA6;PSMB4;PSMA4;SUMO1;PSMA2;PSMB3;INPP5D;PSMB1;TNFRSF25;NUP98;B2M;KPNA1","http://www.reactome.org/download/index.html"
"324","Reactome_2016","Global Genome Nucleotide Excision Repair (GG-NER)_Homo sapiens_R-HSA-5696399","4/82",0.1493905,0.7054552,0,0,1.9512195,3.7096421,"SUMO1;NFRKB;GTF2H5;RBX1","http://www.reactome.org/download/index.html"
"325","Reactome_2016","Mitochondrial protein import_Homo sapiens_R-HSA-1268020","3/54",0.1523627,0.7172769,0,0,2.2222222,4.1810914,"HSPA9;TIMM8B;TOMM5","http://www.reactome.org/download/index.html"
"326","Reactome_2016","Energy dependent regulation of mTOR by LKB1-AMPK_Homo sapiens_R-HSA-380972","2/28",0.1543696,0.7244951,0,0,2.8571429,5.3383024,"TSC1;LAMTOR1","http://www.reactome.org/download/index.html"
"1200","Panther_2016","Beta2 adrenergic receptor signaling pathway_Homo sapiens_P04378","2/28",0.1543696,1,0,0,2.8571429,5.3383024,"PRKAR2A;VAMP1","http://www.pantherdb.org/pathway/"
"1201","Panther_2016","Beta1 adrenergic receptor signaling pathway_Homo sapiens_P04377","2/28",0.1543696,1,0,0,2.8571429,5.3383024,"PRKAR2A;VAMP1","http://www.pantherdb.org/pathway/"
"327","Reactome_2016","IRE1alpha activates chaperones_Homo sapiens_R-HSA-381070","3/55",0.158358,0.740941,0,0,2.1818182,4.0208665,"SEC61A2;TSPYL2;C19ORF10","http://www.reactome.org/download/index.html"
"1008","WikiPathways_2019_Human","Cardiac Hypertrophic Response WP2795","3/55",0.158358,1,0,0,2.1818182,4.0208665,"MAP4K1;AKT2;MAP2K7","https://www.wikipathways.org/"
"328","Reactome_2016","Mitochondrial translation initiation_Homo sapiens_R-HSA-5368286","4/84",0.1588089,0.7407856,0,0,1.9047619,3.5048636,"GADD45GIP1;MRPS11;MRPS23;MRPL15","http://www.reactome.org/download/index.html"
"329","Reactome_2016","Mitochondrial translation termination_Homo sapiens_R-HSA-5419276","4/84",0.1588089,0.738534,0,0,1.9047619,3.5048636,"GADD45GIP1;MRPS11;MRPS23;MRPL15","http://www.reactome.org/download/index.html"
"330","Reactome_2016","Mitochondrial translation elongation_Homo sapiens_R-HSA-5389840","4/84",0.1588089,0.736296,0,0,1.9047619,3.5048636,"GADD45GIP1;MRPS11;MRPS23;MRPL15","http://www.reactome.org/download/index.html"
"1009","WikiPathways_2019_Human","Apoptosis WP254","4/84",0.1588089,1,0,0,1.9047619,3.5048636,"CASP4;TNFRSF25;TRAF1;FADD","https://www.wikipathways.org/"
"331","Reactome_2016","APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway_Homo sapiens_R-HSA-5649702","1/7",0.1624306,0.750812,0,0,5.7142857,10.3857404,"NEIL1","http://www.reactome.org/download/index.html"
"332","Reactome_2016","Clearance of Nuclear Envelope Membranes from Chromatin_Homo sapiens_R-HSA-2993913","1/7",0.1624306,0.7485506,0,0,5.7142857,10.3857404,"LEMD2","http://www.reactome.org/download/index.html"
"333","Reactome_2016","Nef Mediated CD8 Down-regulation_Homo sapiens_R-HSA-182218","1/7",0.1624306,0.7463027,0,0,5.7142857,10.3857404,"AP2A2","http://www.reactome.org/download/index.html"
"334","Reactome_2016","IkBA variant leads to EDA-ID_Homo sapiens_R-HSA-5603029","1/7",0.1624306,0.7440682,0,0,5.7142857,10.3857404,"NFKB2","http://www.reactome.org/download/index.html"
"335","Reactome_2016","TRAIL  signaling_Homo sapiens_R-HSA-75158","1/7",0.1624306,0.7418471,0,0,5.7142857,10.3857404,"FADD","http://www.reactome.org/download/index.html"
"336","Reactome_2016","Post-transcriptional silencing by small RNAs_Homo sapiens_R-HSA-426496","1/7",0.1624306,0.7396392,0,0,5.7142857,10.3857404,"TNRC6A","http://www.reactome.org/download/index.html"
"337","Reactome_2016","Glycerophospholipid catabolism_Homo sapiens_R-HSA-6814848","1/7",0.1624306,0.7374445,0,0,5.7142857,10.3857404,"PNPLA7","http://www.reactome.org/download/index.html"
"338","Reactome_2016","Interleukin-1 processing_Homo sapiens_R-HSA-448706","1/7",0.1624306,0.7352627,0,0,5.7142857,10.3857404,"NFKB2","http://www.reactome.org/download/index.html"
